Date,Citi_Open,HSBC_Open,BOA_Open,Benchmark_Index,Volume
23-12-2011,34.109,34.272,32.828,33.991,1494072
27-12-2011,33.808,34.176,33.327,33.347,1071213
28-12-2011,33.29,33.406,32.61,32.696,960573
29-12-2011,32.856,33.225,32.562,33.139,603536
30-12-2011,32.998,33.186,32.678,32.901,776676
03-01-2012,33.798,34.166,33.619,33.808,1246446
04-01-2012,33.59,33.629,32.774,32.872,1799031
05-01-2012,32.863,33.678,32.508,33.28,1072921
06-01-2012,33.186,33.669,33.084,33.61,1044286
09-01-2012,33.649,34.403,33.327,34.403,1491778
10-01-2012,34.798,35.169,34.555,35.015,1565426
11-01-2012,34.848,35.113,34.76,35.045,731885
12-01-2012,35.045,35.281,34.798,35.15,1505813
13-01-2012,34.594,35.093,34.254,35.015,970003
17-01-2012,35.113,35.123,34.129,34.349,887855
18-01-2012,34.339,34.878,34.092,34.858,721531
19-01-2012,34.934,35.557,34.934,35.489,2572114
20-01-2012,35.527,35.989,35.367,35.657,1582224
23-01-2012,35.584,35.905,35.15,35.489,760125
24-01-2012,35.178,35.619,34.575,35.196,932497
25-01-2012,35.196,36.054,35.064,35.905,1629449
26-01-2012,36.111,36.16,35.629,35.856,1363925
27-01-2012,35.584,36.272,35.584,35.876,1386489
30-01-2012,35.47,36.008,35.47,35.856,1964700
31-01-2012,36.31,37.441,35.932,35.989,3961703
01-02-2012,36.509,37.085,36.433,36.848,4625879
02-02-2012,37.047,37.047,36.802,36.969,1926923
03-02-2012,37.498,38.178,37.301,38.074,4876502
06-02-2012,37.829,38.886,37.819,38.602,1822885
07-02-2012,38.565,38.792,38.385,38.394,1909658
08-02-2012,38.631,39.045,38.538,38.876,2063689
09-02-2012,39.773,39.887,39.152,39.473,2383613
10-02-2012,39.045,39.574,38.773,39.3,1055598
13-02-2012,39.62,39.728,39.217,39.256,696560
14-02-2012,39.008,39.227,38.716,38.895,1116964
15-02-2012,39.074,39.122,38.631,38.631,1684577
16-02-2012,38.81,39.217,38.65,38.981,1791281
17-02-2012,39.055,39.142,38.857,38.999,1011212
21-02-2012,39.16,39.16,38.33,38.51,1210312
22-02-2012,38.357,38.432,37.574,37.735,1159252
23-02-2012,37.602,38.129,37.35,38.101,1232165
24-02-2012,37.971,38.48,37.754,38.066,1034616
27-02-2012,37.809,38.159,37.574,38.047,1005238
28-02-2012,37.98,38.12,37.79,37.913,898589
29-02-2012,38.066,38.933,37.641,38.412,2243120
01-03-2012,38.48,38.839,38.057,38.394,951231
02-03-2012,38.312,38.394,37.725,37.848,702995
05-03-2012,37.858,37.923,37.168,37.451,675056
06-03-2012,37.066,37.115,35.951,36.188,1616451
07-03-2012,36.272,36.782,36.178,36.735,594091
08-03-2012,36.858,37.508,36.649,36.988,794913
09-03-2012,36.979,37.707,36.951,37.367,713887
12-03-2012,37.367,37.829,37.075,37.688,821068
13-03-2012,37.688,38.538,37.688,38.45,1875038
14-03-2012,38.48,40.577,38.48,40.331,4322235
15-03-2012,40.405,40.763,40.123,40.577,1359532
16-03-2012,40.678,40.868,40.322,40.753,1071451
19-03-2012,40.596,40.905,40.35,40.489,694967
20-03-2012,40.226,40.537,39.944,40.359,1395654
21-03-2012,40.312,40.385,39.736,39.858,1024007
22-03-2012,39.406,39.906,39.207,39.416,953238
23-03-2012,39.396,39.49,38.866,39.446,736289
26-03-2012,39.755,39.896,39.406,39.63,802922
27-03-2012,39.718,39.773,38.924,38.999,802629
28-03-2012,38.943,39.679,38.943,39.463,977655
29-03-2012,39.217,39.256,38.51,38.933,751082
30-03-2012,39.112,39.112,38.302,38.914,1163136
02-04-2012,38.697,39.62,38.565,39.256,1443431
03-04-2012,39.197,39.346,38.763,39.188,838527
04-04-2012,38.735,39.055,38.602,38.773,909188
05-04-2012,38.548,38.839,38.366,38.432,395069
09-04-2012,37.953,38.218,37.668,38.101,678133
10-04-2012,38.11,38.11,36.518,36.641,1437388
11-04-2012,37.066,38.263,37.008,38.066,1566877
12-04-2012,38.208,38.981,38.083,38.529,1330880
13-04-2012,38.52,38.52,37.517,37.593,780444
16-04-2012,37.809,38.101,37.376,37.574,745493
17-04-2012,37.953,38.349,37.868,37.961,1147202
18-04-2012,37.773,38.101,37.574,37.584,485611
19-04-2012,37.517,37.868,37.205,37.735,949361
20-04-2012,37.923,37.971,37.376,37.602,752658
23-04-2012,37.008,37.321,36.802,36.979,1204277
24-04-2012,35.547,36.716,34.743,36.553,3007359
25-04-2012,36.802,36.829,35.141,35.461,2022298
26-04-2012,35.489,36.037,35.385,35.829,1327573
27-04-2012,35.886,36.111,35.376,35.829,1178201
30-04-2012,35.856,35.856,35.376,35.714,819489
01-05-2012,35.557,35.941,35.479,35.576,1020629
02-05-2012,35.648,35.744,35.083,35.328,1563239
03-05-2012,35.433,36.932,35.347,36.668,3201466
04-05-2012,36.291,36.339,35.133,35.971,1932845
07-05-2012,35.98,36.356,35.394,35.705,1454159
08-05-2012,35.394,35.47,34.734,35.196,1918886
09-05-2012,34.642,35.133,34.375,34.76,1361318
10-05-2012,35.073,35.281,34.545,34.613,847909
11-05-2012,34.226,35.054,33.982,35.005,1251140
14-05-2012,34.565,34.978,34.349,34.393,1302497
15-05-2012,34.292,34.45,33.527,33.78,1662646
16-05-2012,33.808,34.186,33.489,33.527,1249365
17-05-2012,33.508,33.518,31.95,32.319,2255312
18-05-2012,32.411,32.44,31.298,31.695,1868988
21-05-2012,31.839,32.764,31.791,32.554,1513691
22-05-2012,32.687,33.167,32.421,32.724,1839040
23-05-2012,32.421,32.527,31.83,32.386,1232781
24-05-2012,32.403,33.225,32.368,33.177,1008203
25-05-2012,33.084,33.157,32.687,32.828,646946
29-05-2012,33.167,33.167,32.43,32.998,1165063
30-05-2012,32.687,32.696,31.657,32.178,1410645
31-05-2012,32.204,32.518,31.839,32.259,943623
01-06-2012,31.648,31.741,30.468,30.733,1993699
04-06-2012,30.865,31.546,30.782,31.307,2208943
05-06-2012,31.235,31.731,31.159,31.714,1190908
06-06-2012,32.084,32.508,31.967,32.46,848052
07-06-2012,32.911,33.386,32.279,32.45,984081
08-06-2012,32.289,32.582,32.084,32.582,918847
11-06-2012,32.872,33.037,31.967,31.996,1547311
12-06-2012,32.103,32.195,31.657,32.034,3307645
13-06-2012,31.977,32.309,31.751,31.839,2585754
14-06-2012,32.015,32.204,31.565,31.913,1379789
15-06-2012,31.894,31.941,31.215,31.526,3124148
18-06-2012,31.327,31.49,31.14,31.335,857906
19-06-2012,31.481,32.536,31.451,32.329,1291335
20-06-2012,32.242,32.648,32.242,32.518,842139
21-06-2012,32.554,32.828,32.259,32.319,1779083
22-06-2012,32.545,32.901,32.47,32.508,2054916
25-06-2012,32.204,32.59,31.996,32.411,1336163
26-06-2012,32.43,32.754,32.319,32.554,1527015
27-06-2012,32.59,33.112,32.44,33.018,790449
28-06-2012,32.803,33.243,32.43,33.121,1768258
29-06-2012,33.659,33.762,33.018,33.629,1516612
02-07-2012,33.826,34.056,33.386,33.762,838162
03-07-2012,33.754,34.423,33.754,34.216,767687
05-07-2012,34.158,34.158,33.718,33.962,961519
06-07-2012,33.479,34.158,33.3,34.129,537653
09-07-2012,33.942,34.254,33.932,34.119,901499
10-07-2012,34.158,34.413,32.863,33.018,1378351
11-07-2012,33.037,33.337,32.784,33.027,957782
12-07-2012,32.764,33.148,32.49,33.018,934012
13-07-2012,33.027,33.536,33.027,33.337,825931
16-07-2012,33.243,33.309,32.803,33.066,1038674
17-07-2012,33.271,33.271,32.744,33.084,1208668
18-07-2012,33.075,33.215,32.891,33.075,1194853
19-07-2012,33.177,33.177,32.784,33.018,1626446
20-07-2012,32.837,33.047,32.764,32.837,2021240
23-07-2012,32.386,32.754,32.252,32.648,935603
24-07-2012,32.696,32.931,32.44,32.705,1077512
25-07-2012,32.754,32.863,32.403,32.5,817548
26-07-2012,32.794,32.828,32.223,32.269,1615013
27-07-2012,32.48,33.148,32.368,32.828,2498231
30-07-2012,33.271,35.385,33.271,33.913,3644120
31-07-2012,33.708,34.632,33.708,34.458,2541803
01-08-2012,34.642,35.035,34.565,34.97,2357897
02-08-2012,34.613,35.054,34.384,35.054,1461136
03-08-2012,35.423,35.489,35.225,35.433,870899
06-08-2012,35.442,36.027,35.367,35.856,1044903
07-08-2012,35.941,36.31,35.866,35.998,868451
08-08-2012,35.914,36.151,35.557,35.905,1084462
09-08-2012,35.98,36.169,35.705,36.141,858126
10-08-2012,35.499,36.583,35.499,36.518,849787
13-08-2012,36.423,36.423,35.829,35.876,757430
14-08-2012,36.017,36.091,35.489,35.576,922205
15-08-2012,35.557,35.847,35.461,35.705,818492
16-08-2012,35.705,35.998,35.576,35.924,552113
17-08-2012,35.941,36.16,35.687,36.16,507122
20-08-2012,36.131,36.443,36.027,36.356,773837
21-08-2012,36.443,37.291,36.281,37.141,2503150
22-08-2012,37.095,37.168,36.346,36.518,1326672
23-08-2012,36.534,36.687,36.072,36.141,797600
24-08-2012,36.091,36.217,35.793,36.188,1032479
27-08-2012,36.254,36.356,35.763,35.763,720931
28-08-2012,35.773,35.951,35.452,35.783,1033956
29-08-2012,35.829,36.047,35.696,35.847,998209
30-08-2012,35.677,35.924,35.403,35.734,655141
31-08-2012,35.837,35.941,35.499,35.629,772873
04-09-2012,35.714,36.047,35.113,36.027,1440945
05-09-2012,35.961,36.064,35.566,35.998,654776
06-09-2012,36.072,37.205,36.072,37.047,1663521
07-09-2012,37.085,37.773,36.998,37.773,1359718
10-09-2012,37.716,37.961,37.028,37.085,1390439
11-09-2012,37.057,37.46,36.932,37.321,545308
12-09-2012,37.48,38.34,37.341,38.312,1377167
13-09-2012,38.357,38.933,38.008,38.641,1383197
14-09-2012,38.725,39.584,38.66,39.045,1698686
17-09-2012,38.999,39.102,38.129,38.245,1335834
18-09-2012,38.149,38.178,37.177,37.47,2584845
19-09-2012,37.556,37.584,37.037,37.132,1457949
20-09-2012,36.96,36.988,36.404,36.866,790412
21-09-2012,37.057,37.424,36.745,36.754,604380
24-09-2012,36.782,39.366,36.632,38.924,6901469
25-09-2012,38.876,39.074,38.057,38.139,2316656
26-09-2012,38.066,38.093,37.508,37.735,1785294
27-09-2012,37.819,38.46,37.527,37.65,1834573
28-09-2012,37.291,37.527,36.894,37.168,2544583
01-10-2012,37.186,37.451,36.914,36.998,1600711
02-10-2012,37.095,37.451,36.914,37.037,617545
03-10-2012,37.15,37.451,36.886,37.321,864061
04-10-2012,37.311,37.735,37.095,37.621,1258572
05-10-2012,37.735,38.302,37.547,38.018,1912843
08-10-2012,37.887,38.093,37.8,37.943,667447
09-10-2012,38,38.11,37.698,37.782,487031
10-10-2012,37.782,37.79,37.291,37.386,1623427
11-10-2012,37.868,38.057,37.35,37.668,2231013
12-10-2012,37.688,37.904,37.358,37.424,588464
15-10-2012,37.46,37.8,37.272,37.735,753036
16-10-2012,37.773,38.357,37.593,37.868,1922629
17-10-2012,37.99,38.101,37.698,38.038,1487775
18-10-2012,38.028,38.792,37.877,38.51,778382
19-10-2012,38.366,38.366,37.556,37.839,1077017
22-10-2012,37.574,38.139,37.272,37.763,1525839
23-10-2012,35.566,36.33,34.272,34.45,6968907
24-10-2012,34.516,35.783,34.442,35.394,2737507
25-10-2012,35.714,36.027,34.978,35.433,1026115
26-10-2012,35.479,35.584,34.779,34.97,2268132
31-10-2012,34.915,35.234,34.604,35.123,1597748
01-11-2012,35.123,35.705,34.679,35.657,1901518
02-11-2012,36.169,36.281,35.793,36.091,1789877
05-11-2012,35.905,36.072,35.281,35.648,1756535
06-11-2012,35.801,36.553,35.403,36.509,1043451
07-11-2012,35.924,36.064,35.123,35.308,2861016
08-11-2012,35.308,35.308,34.244,34.679,3743120
09-11-2012,34.652,35.308,34.652,34.818,1206913
12-11-2012,35.015,35.093,34.838,34.934,1068031
13-11-2012,34.66,35.394,34.487,34.808,1207711
14-11-2012,34.878,35.015,33.991,34.082,1338381
15-11-2012,34.064,34.642,34.064,34.302,764865
16-11-2012,34.724,34.848,34.072,34.565,1090073
19-11-2012,35.045,35.196,34.838,34.978,1132048
20-11-2012,34.978,35.133,34.613,34.724,936914
21-11-2012,34.76,34.924,34.282,34.393,1048404
23-11-2012,34.622,35.103,34.536,35.103,288155
26-11-2012,34.788,34.868,34.158,34.375,1264344
27-11-2012,34.176,35.103,33.991,34.669,1348892
28-11-2012,34.384,34.788,34.206,34.743,569233
29-11-2012,34.915,35.045,34.652,34.915,605616
30-11-2012,34.818,34.978,34.724,34.961,1481694
03-12-2012,34.995,35.035,34.536,34.604,829587
04-12-2012,34.594,34.724,34.272,34.536,868770
05-12-2012,34.604,35.347,34.467,35.244,1053269
06-12-2012,35.141,35.657,35.103,35.629,965918
07-12-2012,35.724,36.31,35.677,36.3,1008622
10-12-2012,36.151,36.272,35.611,36.121,873286
11-12-2012,36.16,36.583,35.961,36.169,954896
12-12-2012,36.235,36.763,36.091,36.384,3505286
13-12-2012,36.384,36.726,35.811,35.866,1076130
14-12-2012,35.914,36.047,35.509,35.793,1382602
17-12-2012,35.821,36.101,35.667,35.998,1338455
18-12-2012,36.188,36.603,35.951,36.339,2714263
19-12-2012,36.366,36.518,35.98,36.017,1114236
20-12-2012,36.017,36.3,35.998,36.254,1392754
21-12-2012,35.821,36.244,35.629,35.98,1032222
24-12-2012,35.866,36.091,35.639,35.924,908787
26-12-2012,35.951,36.188,35.905,35.932,2856396
27-12-2012,36.027,36.423,35.811,36.356,797938
28-12-2012,35.905,36.008,35.801,35.847,866272
31-12-2012,35.856,36.472,35.537,36.462,1269977
02-01-2013,37.168,37.222,36.573,36.838,1461601
03-01-2013,36.838,36.951,36.433,36.894,2317137
04-01-2013,37.018,38,36.96,37.877,1260893
07-01-2013,37.668,37.868,37.115,37.424,1040265
08-01-2013,37.376,37.678,37.321,37.424,703275
09-01-2013,37.424,37.904,37.331,37.537,1050513
10-01-2013,37.177,37.744,36.792,37.744,1294900
11-01-2013,37.602,37.65,37.037,37.612,854464
14-01-2013,37.593,37.744,37.47,37.744,990442
15-01-2013,37.441,38.263,37.414,38.178,892149
16-01-2013,38.12,38.302,37.858,38.149,650588
17-01-2013,38.293,38.34,37.809,37.848,1219845
18-01-2013,37.896,38.008,37.537,37.556,1486100
22-01-2013,37.612,37.99,37.291,37.961,2211476
23-01-2013,37.809,38.376,37.688,38.357,927804
24-01-2013,38.33,38.5,37.943,38.074,1401623
25-01-2013,38.254,38.422,38.083,38.412,856199
28-01-2013,38.49,38.575,38,38.33,1963791
29-01-2013,39.207,41.426,39.207,40.018,6443350
30-01-2013,40.104,40.632,39.934,40.303,2569414
31-01-2013,39.669,40.254,39.612,39.961,1569007
01-02-2013,40.085,40.743,40.018,40.047,2407609
04-02-2013,39.896,39.952,39.584,39.698,1538090
05-02-2013,39.356,39.924,39.273,39.63,2756852
06-02-2013,39.455,39.868,39.366,39.819,2221097
07-02-2013,39.773,40.076,39.455,39.659,1826504
08-02-2013,39.698,40.753,39.406,40.341,5897541
11-02-2013,40.441,40.632,39.934,40.057,1566730
12-02-2013,39.998,40.123,39.746,39.924,1986539
13-02-2013,40.066,40.405,39.829,40.028,1812816
14-02-2013,39.961,40.066,39.659,40.057,1029272
15-02-2013,39.998,40.359,39.944,40.244,1349501
19-02-2013,40.264,40.896,40.187,40.518,1286676
20-02-2013,40.508,40.547,40.028,40.104,1876766
21-02-2013,39.969,40.104,39.736,39.773,1445022
22-02-2013,40.018,40.587,39.896,40.159,1015069
25-02-2013,40.303,40.577,39.64,39.65,1401353
26-02-2013,39.763,39.896,39.29,39.63,1892491
27-02-2013,39.679,39.896,39.416,39.8,1618651
28-02-2013,39.669,39.8,39.426,39.5,1329274
01-03-2013,39.366,40.113,39.3,39.989,1201797
04-03-2013,39.878,40.066,39.63,39.934,1006631
05-03-2013,40.057,40.587,40.038,40.15,1079887
06-03-2013,40.322,40.735,40.216,40.489,960147
07-03-2013,40.557,42.349,40.547,41.972,3757892
08-03-2013,42.142,42.284,41.622,41.934,1314364
11-03-2013,41.84,42.01,41.563,41.632,840461
12-03-2013,41.563,41.744,41.226,41.281,1202853
13-03-2013,41.281,41.622,41.272,41.348,811885
14-03-2013,41.377,42.197,41.301,42.197,1036918
15-03-2013,42.123,42.349,41.992,42.065,1106986
18-03-2013,41.593,41.887,41.018,41.207,1622798
19-03-2013,41.339,41.662,41.095,41.124,926524
20-03-2013,41.377,41.407,41.104,41.31,986953
21-03-2013,41.028,41.491,41.028,41.161,822709
22-03-2013,41.367,41.481,41.161,41.291,896224
25-03-2013,40.793,41.377,40.743,41.236,1538131
26-03-2013,41.491,41.519,41.226,41.281,985170
27-03-2013,41.095,41.124,40.604,40.99,694094
28-03-2013,40.97,41.085,40.651,41.028,967930
01-04-2013,41.037,41.187,40.385,40.688,1245322
02-04-2013,40.848,40.848,40.197,40.395,928662
03-04-2013,40.359,40.461,39.728,39.878,797282
04-04-2013,40.018,40.234,39.688,40.206,1097544
05-04-2013,39.839,39.906,39.366,39.819,1248918
08-04-2013,39.763,40.178,39.63,40.085,899597
09-04-2013,40.197,40.274,39.896,39.952,613704
10-04-2013,40.104,41,40.066,40.896,1414814
11-04-2013,40.944,40.962,40.567,40.83,850021
12-04-2013,40.577,40.753,40.405,40.567,921271
15-04-2013,40.395,40.47,38.924,38.943,1645675
16-04-2013,39.207,39.829,39.102,39.659,999349
17-04-2013,39.446,39.481,38.876,39.473,1131482
18-04-2013,39.446,39.5,38.848,38.981,817173
19-04-2013,39.028,39.328,38.924,39.318,599856
22-04-2013,39.236,39.5,38.905,39.112,1421451
23-04-2013,38.687,39.386,37.232,38.575,3979183
24-04-2013,39.612,40.604,38.991,40.216,3406781
25-04-2013,40.312,40.415,39.728,40.018,1266632
26-04-2013,39.961,40.076,39.481,39.924,1113298
29-04-2013,39.961,40.066,39.708,39.858,706332
30-04-2013,39.924,40.197,39.718,40.113,869848
01-05-2013,39.868,40.226,39.669,39.763,1014973
02-05-2013,39.979,40.359,39.819,40.066,694374
03-05-2013,40.604,40.97,40.395,40.839,1144661
06-05-2013,40.821,41.462,40.821,41.32,1049590
07-05-2013,41.301,41.397,40.659,41.262,1306674
08-05-2013,41.254,41.708,41.028,41.642,887560
09-05-2013,41.555,41.791,41.417,41.519,988251
10-05-2013,41.632,41.896,41.445,41.887,733797
13-05-2013,41.744,41.783,41.377,41.454,471951
14-05-2013,41.481,42.114,41.471,41.652,913453
15-05-2013,41.671,42.084,41.537,41.992,678368
16-05-2013,41.914,42.028,41.417,41.426,745286
17-05-2013,41.612,42.142,41.612,41.943,659586
20-05-2013,41.773,42.614,41.718,42.509,1689684
21-05-2013,42.509,42.764,42.294,42.312,915156
22-05-2013,42.331,43.122,42.028,42.075,1386495
23-05-2013,41.764,42.489,41.491,42.133,729264
24-05-2013,41.934,42.104,41.754,41.972,685746
28-05-2013,42.443,42.661,41.896,42.246,678065
29-05-2013,41.924,42.386,41.867,41.982,592279
30-05-2013,41.992,45.078,41.914,44.255,7262469
31-05-2013,44.327,44.784,43.432,43.481,2120778
03-06-2013,43.577,44.397,43.094,43.934,1586502
04-06-2013,44.065,45.125,43.168,43.207,1036134
05-06-2013,43.085,43.359,42.718,43.112,1586157
06-06-2013,43.15,43.706,42.981,43.605,1305910
07-06-2013,43.783,44.065,43.255,43.88,1071189
10-06-2013,44.047,44.747,43.961,44.094,1625324
11-06-2013,43.568,44.173,43.168,43.197,1341348
12-06-2013,43.451,43.842,42.791,42.83,1040099
13-06-2013,42.896,43.745,42.718,43.668,1139701
14-06-2013,43.615,43.803,43.122,43.188,1230057
17-06-2013,43.812,44.728,43.812,44.017,1767171
18-06-2013,44.065,45.078,44.065,44.876,1935462
19-06-2013,44.876,45.341,44.766,44.866,1905996
20-06-2013,44.456,44.992,44.037,44.143,3289962
21-06-2013,44.264,44.503,43.294,43.559,1938600
24-06-2013,43.168,43.178,41.171,41.811,4273024
25-06-2013,42.226,42.953,42.001,42.736,1607975
26-06-2013,43.067,43.53,42.745,43.284,1027057
27-06-2013,43.405,44.71,43.188,44.337,1889551
28-06-2013,44.282,44.397,43.934,44,2088416
01-07-2013,44.21,45.068,44.094,44.896,1759321
02-07-2013,44.857,45.407,44.857,45.125,1246333
03-07-2013,44.896,45.303,44.857,45.303,675320
05-07-2013,45.708,45.991,45.557,45.859,988843
08-07-2013,46.049,46.123,45.765,46.057,1310001
09-07-2013,46.342,46.87,46.284,46.396,3549645
10-07-2013,46.558,46.774,46.275,46.577,1870611
11-07-2013,46.981,47.152,46.247,46.378,1515486
12-07-2013,46.472,46.511,45.915,46.237,1104976
15-07-2013,46.332,46.332,45.765,46.218,1334138
16-07-2013,46.181,46.663,45.538,45.708,1580417
17-07-2013,45.708,45.812,45.389,45.576,985263
18-07-2013,45.727,46.019,45.69,45.869,1581950
19-07-2013,45.746,45.915,45.471,45.672,860774
22-07-2013,45.633,46.332,45.548,46.237,2421621
23-07-2013,46.303,48.463,46.303,47.285,4858186
24-07-2013,47.482,47.899,47.057,47.36,3213110
25-07-2013,47.275,47.548,46.972,47.087,1704180
26-07-2013,46.706,47.576,46.699,47.464,1889951
29-07-2013,47.341,47.643,47.152,47.482,1063847
30-07-2013,47.625,48.201,47.482,47.991,1529004
31-07-2013,48.34,48.367,47.265,47.285,1659431
01-08-2013,47.661,48.387,47.643,48.358,1209981
02-08-2013,48.358,48.612,47.964,48.434,717927
05-08-2013,48.276,48.396,47.899,48.104,578302
06-08-2013,48.039,48.039,47.057,47.265,988069
07-08-2013,47.321,47.321,46.699,46.897,905610
08-08-2013,47.246,47.764,47.115,47.444,1176862
09-08-2013,47.417,47.605,47.227,47.236,511472
12-08-2013,47.02,47.473,46.878,47.087,346985
13-08-2013,47.143,47.246,46.671,46.699,905030
14-08-2013,46.671,47.199,46.275,46.86,644126
15-08-2013,46.501,46.706,45.839,46.539,836733
16-08-2013,46.405,47.096,46.352,46.735,942494
19-08-2013,46.625,46.689,45.907,45.955,959649
20-08-2013,45.955,46.228,45.718,46.029,1233617
21-08-2013,45.945,45.945,45.398,45.567,788192
22-08-2013,45.663,46.851,45.663,46.237,964971
23-08-2013,46.36,46.482,45.991,46.066,529077
26-08-2013,46.049,46.322,45.756,45.859,848537
27-08-2013,45.293,45.389,44.719,44.829,972972
28-08-2013,44.632,44.973,44.347,44.747,696368
29-08-2013,44.821,45.341,44.784,44.992,638485
30-08-2013,44.906,45.167,44.613,45.167,730739
03-09-2013,45.746,46.113,45.303,45.557,1334926
04-09-2013,45.528,45.945,45.407,45.756,1298136
05-09-2013,45.699,46.654,45.699,46.511,931752
06-09-2013,46.86,46.925,45.945,46.396,779404
09-09-2013,46.52,46.851,46.076,46.715,649591
10-09-2013,46.841,47.236,46.841,47.067,934676
11-09-2013,46.735,47.161,46.452,46.813,852838
12-09-2013,46.935,47.096,46.452,46.529,824503
13-09-2013,46.663,46.832,46.472,46.735,933974
16-09-2013,47.312,47.37,46.851,46.878,537825
17-09-2013,46.529,47.039,46.529,46.981,1058433
18-09-2013,47.115,47.217,46.68,47.039,963738
19-09-2013,47.133,47.18,46.462,46.744,1111884
20-09-2013,46.68,46.715,45.029,45.217,3274208
23-09-2013,44.896,45.106,44.143,44.201,2105876
24-09-2013,45.078,45.812,44.555,45.058,3265487
25-09-2013,45.167,45.518,44.906,45.283,1293419
26-09-2013,45.389,45.518,45.125,45.303,1091693
27-09-2013,45.106,45.783,45.029,45.737,1046822
30-09-2013,45.945,46.218,45.518,46.019,1667837
01-10-2013,46.019,46.764,45.915,46.735,1542101
02-10-2013,46.492,46.851,46.36,46.832,1651570
03-10-2013,46.671,46.832,46.113,46.257,1349769
04-10-2013,46.161,46.887,46.161,46.804,812253
07-10-2013,46.36,46.699,46.237,46.312,568189
08-10-2013,46.36,46.452,45.83,46.001,1225891
09-10-2013,46.019,46.189,45.407,45.756,1060878
10-10-2013,46.303,46.991,46.076,46.699,689598
11-10-2013,46.558,47.171,46.539,47.143,731015
14-10-2013,46.841,47.51,46.754,47.293,1242193
15-10-2013,47.293,47.51,46.963,47.19,728358
16-10-2013,47.265,47.738,47.115,47.595,1037333
17-10-2013,47.72,48.123,47.473,48.039,1072507
18-10-2013,48.276,48.276,47.643,48.133,860105
21-10-2013,48.219,48.406,47.899,48.095,1017996
22-10-2013,48.162,48.256,46.171,46.293,4017826
23-10-2013,46.049,46.342,45.177,46.237,2132897
24-10-2013,46.218,46.625,46.029,46.472,937327
25-10-2013,46.322,46.596,46.151,46.472,672137
28-10-2013,46.492,47.096,46.312,46.52,1142848
29-10-2013,46.52,46.615,45.737,45.765,2267184
30-10-2013,45.528,46.01,45.361,45.765,1531395
31-10-2013,45.765,45.793,45.436,45.445,1574595
01-11-2013,45.255,45.567,44.953,45.48,1902666
04-11-2013,45.37,45.783,45.341,45.436,1050838
05-11-2013,45.167,45.283,44.7,44.925,1490971
06-11-2013,45.245,45.462,44.944,45.039,997460
07-11-2013,44.944,45.039,44.236,44.545,1739113
08-11-2013,44.511,45.361,44.511,45.058,1346883
11-11-2013,45.177,46.057,45.116,45.672,1325737
12-11-2013,45.509,45.945,45.313,45.935,1896608
13-11-2013,45.623,46.444,45.566,46.415,1444605
14-11-2013,46.444,46.889,46.415,46.853,884858
15-11-2013,46.825,47.032,46.626,46.736,970449
18-11-2013,46.766,47.211,46.626,46.806,860614
19-11-2013,46.746,47.06,46.512,46.551,933133
20-11-2013,46.834,46.853,46.304,46.512,902198
21-11-2013,46.69,47.296,46.541,47.145,975920
22-11-2013,47.182,47.296,47.013,47.259,833140
25-11-2013,47.249,47.468,46.957,47.182,1055174
26-11-2013,47.286,47.383,46.843,46.899,1549806
27-11-2013,47.098,47.504,47.06,47.458,1621198
29-11-2013,47.656,47.874,47.504,47.733,478889
02-12-2013,47.694,48.261,47.694,47.874,1387235
03-12-2013,47.598,47.826,47.268,47.343,1058636
04-12-2013,47.079,47.694,46.975,47.569,828262
05-12-2013,47.468,47.531,47.239,47.268,603979
06-12-2013,47.531,47.796,47.523,47.646,488114
09-12-2013,47.694,48.023,47.685,47.748,734973
10-12-2013,47.523,47.826,47.07,47.079,1105015
11-12-2013,47.182,47.306,46.716,46.756,733558
12-12-2013,46.899,47.259,46.786,46.825,931737
13-12-2013,46.879,47.098,46.343,46.512,1395280
16-12-2013,46.636,47.541,46.636,47.448,923923
17-12-2013,47.551,47.675,47.278,47.43,732005
18-12-2013,47.541,48.138,47.239,48.015,1125569
19-12-2013,47.94,47.94,47.504,47.685,737117
20-12-2013,47.704,48.196,47.56,47.975,1502208
23-12-2013,48.128,48.449,48.043,48.317,850370
24-12-2013,48.261,48.685,48.196,48.685,493290
26-12-2013,48.857,48.931,48.618,48.676,564745
27-12-2013,48.802,49.12,48.628,48.638,480610
30-12-2013,48.565,48.893,48.326,48.828,680542
31-12-2013,49.028,49.434,48.902,49.292,703661
02-01-2014,48.838,49.235,48.763,48.902,714283
03-01-2014,48.912,49.226,48.802,48.949,418694
06-01-2014,49.168,49.216,48.555,48.704,760017
07-01-2014,48.782,49.292,48.782,49.138,813054
08-01-2014,48.979,49.508,48.969,49.31,893104
09-01-2014,49.377,49.849,49.075,49.168,1231288
10-01-2014,49.057,49.187,48.628,48.694,965629
13-01-2014,48.628,48.763,47.43,47.468,1011756
14-01-2014,47.724,47.865,47.201,47.598,1110135
15-01-2014,47.704,48.214,47.694,48.033,1181817
16-01-2014,48.033,48.089,47.438,47.541,691715
17-01-2014,47.468,47.579,47.07,47.182,761737
21-01-2014,47.383,47.704,46.681,46.937,2582391
22-01-2014,46.579,47.636,46.579,47.43,2569412
23-01-2014,47.117,47.182,45.915,46.512,2436938
24-01-2014,46.142,46.463,45.114,45.339,1753030
27-01-2014,45.435,45.877,44.543,44.648,2492687
28-01-2014,43.495,44.726,42.588,44.62,4129212
